generation,mean_error,min_error,n1,n2,n3
0,0.8980387265214893,0.14723547889901628,0.006737946999085467,2.5900517051037966,0.056257406278749
1,0.21791023805679086,0.13805073122651498,0.006737946999085467,2.5782669648240453,0.024721322277506504
2,0.15763436425824057,0.13495363528723328,0.006737946999085467,2.586804699581147,0.024123916056950065
3,0.21356723014913054,0.13495363528723328,0.006737946999085467,2.586804699581147,0.024123916056950065
4,0.27678613388637796,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
5,0.3653439601174701,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
6,0.1530094241304923,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
7,0.2306523676253475,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
8,0.1809882179073356,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
9,0.18120209322613678,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
10,0.2806052352999166,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
11,0.1507814393218433,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
12,0.15028142664123462,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
13,0.19521060211054833,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
14,0.2580218837617816,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
15,0.15302482466826806,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
16,0.1502160039924743,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
17,0.15651629349092724,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
18,0.14913850313922203,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
19,0.148577651790304,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
20,0.156635704930445,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
21,0.18106036884667245,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
22,0.20694076512227771,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
23,0.17497049354876992,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
24,0.2176173144210507,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
25,0.14544000955509653,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
26,0.17007211260653282,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
27,0.16186941500541427,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
28,0.28580715873073687,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
29,0.2056799786689032,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
30,0.17986849279277256,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
31,0.17269326104663094,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
32,0.15041086161604597,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
33,0.1499595862542217,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
34,0.4052913419573309,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
35,0.21036298418472404,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
36,0.15218319177329195,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
37,0.2751465657204631,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
38,0.3201098366192727,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
39,0.15393255739528,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
40,0.1818419138422606,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
41,0.1690193111026162,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
42,0.21588869101553693,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
43,0.16341916077859459,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
44,0.15243205628750134,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
45,0.16080389195273337,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
46,0.16297441851221958,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
47,0.14856852302243853,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
48,0.20802659160018439,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
49,0.2959165227771396,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
50,0.15531671527404037,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
51,0.15267635565169071,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
52,0.15009722218665164,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
53,0.25595376829294475,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
54,0.15274938536427815,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
55,0.14965965221118072,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
56,0.1938158380514086,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
57,0.1578389614640481,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
58,0.5222888192190915,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
59,0.15406521377805893,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
60,0.20541680015282704,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
61,0.20922563316689752,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
62,0.19702679402324855,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
63,0.23607383726245448,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
64,0.16064280937853148,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
65,0.1591493839975035,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
66,0.19002372438462264,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
67,0.15517236226780756,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
68,0.17722168800525598,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
69,0.16702272729679016,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
70,0.17311703642138826,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
71,0.3055226507122256,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
72,0.16701149991538553,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
73,0.15385404805269112,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
74,0.14574604876058853,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
75,0.14714876827709128,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
76,0.20122894617576442,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
77,0.1532999779965306,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
78,0.2611843504940968,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
79,0.22425755495857266,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
80,0.14281873159504596,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
81,0.1663713796703444,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
82,0.1980884557711481,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
83,0.16290559193112172,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
84,0.23963538423732078,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
85,0.16407075002191274,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
86,0.1511138350244588,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
87,0.1678402477320486,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
88,0.3276120048843571,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
89,0.4897120000331633,0.13487960228244494,0.006737946999085467,2.585804032769281,0.024732803649273986
90,0.22038669990495247,0.13487250454256255,0.006737946999085467,2.5848976509657526,0.0237252415062583
91,0.19946659774929773,0.1348684124863789,0.006737946999085467,2.5854325613702938,0.024319864513276827
92,0.1610712639629403,0.134868249064127,0.006737946999085467,2.585453547430119,0.024343193268696058
93,0.15134661727815477,0.134868249064127,0.006737946999085467,2.585453547430119,0.024343193268696058
94,0.14765610152378283,0.134868249064127,0.006737946999085467,2.585453547430119,0.024343193268696058
95,0.2108668440399525,0.134868249064127,0.006737946999085467,2.585453547430119,0.024343193268696058
96,0.184410644390003,0.134868249064127,0.006737946999085467,2.585453547430119,0.024343193268696058
97,0.1759650689823852,0.134868249064127,0.006737946999085467,2.585453547430119,0.024343193268696058
98,0.172274826489452,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
99,0.2689204622247244,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
100,0.15870071126126245,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
101,0.16197359038299566,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
102,0.15303477991127373,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
103,0.3978333668769779,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
104,0.14926134666472862,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
105,0.15745656809052294,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
106,0.19049133364907175,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
107,0.3348138422683624,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
108,0.21234277175218802,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
109,0.27623533680642465,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
110,0.16297399441952687,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
111,0.15670579611184635,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
112,0.15931562786244632,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
113,0.16518812954558135,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
