generation,mean_error,min_error,n1,n2,n3
114,0.16239888619175147,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
115,0.1475230525559973,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
116,0.15571141774357297,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
117,0.1669312376306789,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
118,0.23741359972190243,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
119,0.15264332216912507,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
120,0.18016139891598343,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
121,0.42125279881729344,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
122,0.14826456957927156,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
123,0.2054519317757317,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
124,0.25760234375230223,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
125,0.17778425181461607,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
126,0.16437785079671896,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
127,0.3638058406192704,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
128,0.14723302043651454,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
129,0.15829601940558433,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
130,0.21569866975527205,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
131,0.16190410907181402,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
132,0.15401793161905636,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
133,0.3126323778153992,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
134,0.15050665385366624,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
135,0.19446655395589296,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
136,0.3815420354128876,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
137,0.2046242230421406,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
138,0.1814313135363978,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
139,0.15557280866771336,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
140,0.15233711004239966,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
141,0.5132341335511239,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
142,0.2736549178788822,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
143,0.1525537416475968,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
144,0.16215888899713266,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
145,0.15741111297471708,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
146,0.1873728957811482,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
147,0.2649327413000678,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
148,0.15388636680587806,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
149,0.1878607223169455,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
150,0.1504315030027382,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
151,0.1524899691981707,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
152,0.23669048892081873,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
153,0.15548256553586404,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
154,0.15641840932746737,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
155,0.15384518542589865,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
156,0.15876074784830976,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
157,0.17492113412076418,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
158,0.4239596181793154,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
159,0.16534738056769405,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
160,0.15620085750515472,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
161,0.26246979518701175,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
162,0.17958031833181304,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
163,0.1551301072267032,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
164,0.15336871178764983,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
165,0.2971371323381685,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
166,0.17104770202284497,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
167,0.3017754082879905,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
168,0.14386236982405662,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
169,0.20705983727664617,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
170,0.26605919953942453,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
171,0.16717514885938609,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
172,0.19580119896968626,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
173,0.191480732231106,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
174,0.15854100602068139,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
175,0.15213682926715427,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
176,0.15745298336812874,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
177,0.15655041080447266,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
178,0.1561054481481216,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
179,0.15420139682380032,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
180,0.1463644825682708,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
181,0.18425276915039066,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
182,0.16671883436501952,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
183,0.16389594993247505,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
184,0.23163953404091633,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
185,0.17995795262054254,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
186,0.14661521836282843,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
187,0.2296180089084103,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
188,0.15698826975377408,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
189,0.16283588012525366,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
190,0.16745871851732927,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
191,0.2337535319237219,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
192,0.313090355769394,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
193,0.2874065261160765,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
194,0.18393070792691582,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
195,0.2422044272410737,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
196,0.29027977226252705,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
197,0.17209433074029476,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
198,0.1802899824292994,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
199,0.15115622379805582,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
200,0.256804703723564,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
201,0.15521399278383194,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
202,0.9685169325143853,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
203,0.15602820233379483,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
204,0.2622831565934736,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
205,0.15250095450661447,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
206,0.1554913434300432,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
207,0.5396234203989486,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
208,0.1515556081869344,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
209,0.15454422976693047,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
210,0.4436986112083151,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
211,0.1685007746330535,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
212,0.45406995364391683,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
213,0.16936814071260076,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
214,0.1889716517796886,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
215,0.16670818030531603,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
216,0.20359490051705928,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
217,0.26066401914252796,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
218,0.22808034538413768,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
219,0.152800147008636,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
220,0.1588046587014407,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
221,0.46910500548311374,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
222,0.23042365877404855,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
223,0.24235829489457222,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
224,0.22042943159833095,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
225,0.20872392314174693,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
226,0.1541207817689117,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
227,0.15605364311654144,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
228,0.14864081872021148,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
229,0.15380970361437418,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
230,0.14790841721210501,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
231,0.1542855721472403,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
232,0.2388034112046074,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
233,0.1496753757396687,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
234,0.14927961324948916,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
235,0.14712055743116592,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
236,0.15286808986220715,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
237,0.14904730139576677,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
238,0.16383832883881752,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
239,0.15874691446397993,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
240,0.14908116910492503,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
241,0.15206921516912938,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
242,0.16993861676496502,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
243,0.15394961611337743,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
244,0.15086282063536338,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
245,0.17705538058147255,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
246,0.23213991139142803,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
247,0.15092842851651336,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
248,0.3583128347015259,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
249,0.24948685815477883,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
250,0.166715607509624,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
251,0.19967548611108663,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
252,0.1614320211188734,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
253,0.19549495398490294,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
254,0.15192599260036302,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
255,0.15949172668309033,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
256,0.1566263314171056,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
257,0.15106673291982337,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
258,0.14442864590460386,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
259,0.1547216495684766,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
260,0.23853316005506578,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
261,0.1504116014643452,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
262,0.24932528917583016,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
263,0.26546591389112956,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
264,0.18191847110063233,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
265,0.23215646507068002,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
266,0.14489703853441405,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
267,0.14845057764630235,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
268,0.16752546852200653,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
269,0.1849801603620558,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
270,0.1525124557785617,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
271,0.15415614543589404,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
272,0.1535201453026889,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
273,0.24886117450704237,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
274,0.2988438478903994,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
275,0.29970196567353624,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
276,0.16272979122244677,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
277,0.1791555906970413,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
278,0.1503687322892174,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
279,0.166003034508461,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
280,0.16545807136742782,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
281,0.14621196157435776,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
282,0.15215480605288473,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
283,0.15838092483846317,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
284,0.2234514219944814,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
285,0.1664445782670828,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
286,0.15484794656074963,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
287,0.1553422997303015,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
288,0.16116647129034783,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
289,0.22279929474939178,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
290,0.15307560224444716,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
291,0.2198549037478001,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
292,0.1467296639349711,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
293,0.14439136395764496,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
294,0.16570946474555798,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
295,0.15373373807942153,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
296,0.1809683063559583,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
297,0.15235988149210294,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
298,0.14725091754227107,0.13486824906412695,0.006737946999085467,2.5854535474301192,0.024343193268696058
